Research_Topic_Num,Aligned_Policy_Topic_Num,Similarity_Score,Research_Topic_Label,Aligned_Policy_Topic_Label
51,27,0.42897889208083234,"Topic 51: trout, fish, river, stream, brook trout","Topic 27: food, labelling, regulations, additives, packaged"
342,59,0.5169494225263053,"Topic 342: masting, mast, synchrony, seed, production","Topic 59: cooperative, cooperatives, operatives, societies, members"
430,27,0.536878676851051,"Topic 430: editors note, earth hydrosphere, guest editors, hydrosphere 96, jats guest","Topic 27: food, labelling, regulations, additives, packaged"
171,10,0.3871463680840565,"Topic 171: food web, web, food, webs, food webs","Topic 10: food, food safety, safety, food authority, standards"
77,97,0.418459409358566,"Topic 77: cats, cat, feral, dingoes, feral cats","Topic 97: small, enterprises, fund, small medium, medium enterprises"
159,27,0.47716759659843666,"Topic 159: medical, health, care, medical care, 95 ci","Topic 27: food, labelling, regulations, additives, packaged"
53,73,0.62735616082477,"Topic 53: demographic, population, vital rates, population growth, matrix","Topic 73: model, animals, animal, entry union, consignments"
445,59,0.6850176575829381,"Topic 445: services, forest, ecosystem services, nnt, multifunctionality","Topic 59: cooperative, cooperatives, operatives, societies, members"
138,27,0.5426350664381099,"Topic 138: parasitoid, parasitoids, host, aphid, egg","Topic 27: food, labelling, regulations, additives, packaged"
428,66,0.20144477332953403,"Topic 428: stressors, stressor, multiple stressors, stressor effects, multiple","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
384,97,0.4322547261463458,"Topic 384: colour, color, visual, colour patterns, colour pattern","Topic 97: small, enterprises, fund, small medium, medium enterprises"
76,77,0.5511471098537168,"Topic 76: mosquito, aegypti, mosquitoes, aegypti jats, ae","Topic 77: land, crown, lands, fence, crown lands"
46,5,0.4717087785860168,"Topic 46: images, learning, deep learning, image, deep","Topic 5: waste, waste management, recycling, hazardous, disposal"
99,59,0.4884118568971071,"Topic 99: succession, assembly, diversity, grassland, grasslands","Topic 59: cooperative, cooperatives, operatives, societies, members"
115,82,0.4040320203675694,"Topic 115: input output, emissions, footprint, mrio, sectors","Topic 82: variety, plant, varieties, breeder, breeders"
591,34,0.46177399634509986,"Topic 591: trematode, snail, parasite, snail host, host","Topic 34: agricultural, farmers, purpose act, rural, contribute"
239,37,0.4748454223018962,"Topic 239: shell, snails, snail, ecotypes, snail jats","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
254,27,0.43930187719690444,"Topic 254: bighorn, bighorn sheep, sheep, horn, females","Topic 27: food, labelling, regulations, additives, packaged"
521,82,0.38658981431925926,"Topic 521: jats sub, sub, co2, photosynthetic, max25 jats","Topic 82: variety, plant, varieties, breeder, breeders"
197,74,0.6708436782164097,"Topic 197: sequencing, microbial, rrna, 16s, sequence","Topic 74: indiana, code concerns, indiana code, water, code"
379,97,0.3010671703349703,"Topic 379: methylation, age, epigenetic, dna methylation, epigenetic clocks","Topic 97: small, enterprises, fund, small medium, medium enterprises"
500,59,0.5404803800261444,"Topic 500: stickleback, freshwater, uist, plate, threespine stickleback","Topic 59: cooperative, cooperatives, operatives, societies, members"
75,28,0.39674338174384755,"Topic 75: disease, trichoderma, fungicides, blight, fusarium","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
274,10,0.4501301350844265,"Topic 274: plasticity, phenotypic, phenotypic plasticity, sensitive periods, plastic","Topic 10: food, food safety, safety, food authority, standards"
558,27,0.4223365695055882,"Topic 558: bufadienolide, tadpoles, bufadienolides, toad, toxin","Topic 27: food, labelling, regulations, additives, packaged"
407,97,0.4421328187328209,"Topic 407: abortions, 95 ci, ci, birth, 95","Topic 97: small, enterprises, fund, small medium, medium enterprises"
21,27,0.5445140585406675,"Topic 21: edna, metabarcoding, dna, environmental dna, edna metabarcoding","Topic 27: food, labelling, regulations, additives, packaged"
63,110,0.5107370599505356,"Topic 63: thermal, temperature, temperatures, ectotherms, body","Topic 110: emergency, coronavirus covid, novel coronavirus, novel, coronavirus"
12,97,0.5627544487862187,"Topic 12: rhizosphere, bacterial, rhizobia, bacteria, strains","Topic 97: small, enterprises, fund, small medium, medium enterprises"
602,37,0.5835156249990623,"Topic 602: ndvi, veq, vegetation, ndvi value, evi","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
422,5,0.46045335242000457,"Topic 422: styled content, jats styled, styled, content, fixed case","Topic 5: waste, waste management, recycling, hazardous, disposal"
109,97,0.5017241168674007,"Topic 109: radiation, radon, bq, radioactive, radionuclides","Topic 97: small, enterprises, fund, small medium, medium enterprises"
39,34,0.49068437063767323,"Topic 39: migration, migratory, breeding, migrants, wintering","Topic 34: agricultural, farmers, purpose act, rural, contribute"
329,62,0.3700615850692807,"Topic 329: collision, wind, turbines, flight, wind turbines","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
133,27,0.4985415912666669,"Topic 133: nest, nests, incubation, recesses, nesting","Topic 27: food, labelling, regulations, additives, packaged"
479,65,0.1620781011204846,"Topic 479: sacroiliac, ligaments, ligament, dorsal sacroiliac, long dorsal","Topic 65: payments, direct payments, rural development, eu, direct"
209,97,0.5100180678672845,"Topic 209: sheep, goat, breeds, goats, bighorn","Topic 97: small, enterprises, fund, small medium, medium enterprises"
35,97,0.35315107650775385,"Topic 35: jats bold, bold, new species, herbarium, genus","Topic 97: small, enterprises, fund, small medium, medium enterprises"
38,44,0.5758498203145915,"Topic 38: mangrove, mangroves, mangrove forests, carbon, coastal","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
395,66,0.2373839674821994,"Topic 395: neural network, neural, forecasting, ann, forecast","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
361,97,0.46467887311087214,"Topic 361: giraffe, giraffes, giraffa, camelopardalis, giraffa camelopardalis","Topic 97: small, enterprises, fund, small medium, medium enterprises"
470,5,0.5687361377576975,"Topic 470: dispersal, parentage, reef, larval dispersal, larval","Topic 5: waste, waste management, recycling, hazardous, disposal"
655,27,0.4652348033029722,,"Topic 27: food, labelling, regulations, additives, packaged"
32,59,0.44015938466257326,"Topic 32: salmon, atlantic salmon, chinook, salmon jats, chinook salmon","Topic 59: cooperative, cooperatives, operatives, societies, members"
238,30,0.25899169904247954,"Topic 238: industrial, industrial symbiosis, industrial ecology, business, symbiosis","Topic 30: catch, statistical, season, dissostichus, conservation measure"
544,28,0.37434781389467137,"Topic 544: turn taking, vocal, duetting, repertoires, singing","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
52,97,0.44310298084467264,"Topic 52: ant, ants, ant species, efn, extrafloral","Topic 97: small, enterprises, fund, small medium, medium enterprises"
188,27,0.5946443290300498,"Topic 188: land, lulc, land cover, landsat, land use","Topic 27: food, labelling, regulations, additives, packaged"
74,97,0.3868835999179101,"Topic 74: land, land use, ecological, cultivated land, habitat quality","Topic 97: small, enterprises, fund, small medium, medium enterprises"
402,94,0.35953132530571397,"Topic 402: fence, fencing, fences, crossing, wildlife","Topic 94: carolina, south carolina, south, carolina code, code laws"
16,5,0.42257588695886944,"Topic 16: water, water quality, quality, drinking, groundwater","Topic 5: waste, waste management, recycling, hazardous, disposal"
153,27,0.5073670440566348,"Topic 153: pheromone, olfactory, chemosensory, sex pheromone, odorant","Topic 27: food, labelling, regulations, additives, packaged"
280,5,0.4448219777279495,"Topic 280: case edna, edna jats, edna, dna jats, case dna","Topic 5: waste, waste management, recycling, hazardous, disposal"
616,97,0.41122395057726613,"Topic 616: spawn, mushroom, vitamin d2, vitamin, pf","Topic 97: small, enterprises, fund, small medium, medium enterprises"
366,97,0.4146641781262353,"Topic 366: farmland, aes, farmland birds, farmsteads, bird","Topic 97: small, enterprises, fund, small medium, medium enterprises"
132,28,0.4930350923086371,"Topic 132: deposits, rocks, gas, tectonic, formation","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
324,5,0.40666391716596617,"Topic 324: network, social, social network, permutations, animal social","Topic 5: waste, waste management, recycling, hazardous, disposal"
140,5,0.6255956323135426,"Topic 140: elephants, elephant, italic loxodonta, loxodonta, savannah","Topic 5: waste, waste management, recycling, hazardous, disposal"
25,5,0.5190803266570306,"Topic 25: restoration, ecological restoration, projects, restoration projects, ecological","Topic 5: waste, waste management, recycling, hazardous, disposal"
119,103,0.5276161686080524,"Topic 119: malaria, anopheles, italic anopheles, plasmodium, falciparum","Topic 103: residue, maximum residue, maximum, pesticide, annex"
179,92,0.27628774054951505,"Topic 179: nematode, soil, nematodes, soil nematode, nematode communities","Topic 92: europe, social, crisis, cohesion, recovery"
29,28,0.4157375397309477,"Topic 29: occupancy, detection, sampling, models, model","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
449,34,0.6022955103916332,"Topic 449: flood, coping, flood coping, disaster, coping mechanism","Topic 34: agricultural, farmers, purpose act, rural, contribute"
392,44,0.4156697011840466,"Topic 392: elegans jats, elegans, italic elegans, dauer, italic caenorhabditis","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
26,75,0.5647758179388441,"Topic 26: wolves, wolf, moose, coyotes, deer","Topic 75: hunting, game, game hunting, game animals, hunting licence"
45,28,0.5326829137774456,"Topic 45: networks, network, ecological networks, interaction, interactions","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
252,64,0.6039718601557029,"Topic 252: leopard, leopards, tiger, tigers, carnivore","Topic 64: petroleum, gas, midstream, petroleum industry, petroleum products"
298,28,0.3042160983098165,"Topic 298: pregnancy, fetal, women, pregnant, endometrial","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
155,5,0.5219211746449846,"Topic 155: recombination, genomic, gene flow, selection, hybrid","Topic 5: waste, waste management, recycling, hazardous, disposal"
328,89,0.3086516679675976,"Topic 328: jats sub, italic jats, sub, sub jats, men12759","Topic 89: information, access information, access, disclosure, right access"
212,27,0.42034783042930296,"Topic 212: aquatic, riparian, terrestrial, subsidies, pufa","Topic 27: food, labelling, regulations, additives, packaged"
269,97,0.5424806553539538,"Topic 269: marshes, marsh, wetlands, wetland, alterniflora jats","Topic 97: small, enterprises, fund, small medium, medium enterprises"
199,16,0.4636284566636727,"Topic 199: light, artificial light, alan, lighting, light pollution","Topic 16: fishing, fish, commercial fishing, commercial, licence"
408,66,0.2696098852703113,"Topic 408: milk, cows, milk yield, dairy, lt sup","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
541,25,0.24582140037562208,"Topic 541: carbon, carbon emission, emission, carbon emissions, emissions","Topic 25: disaster, emergency, disaster management, emergency management, disaster risk"
292,97,0.4208923567019453,"Topic 292: care, burying, parents, offspring, burying beetle","Topic 97: small, enterprises, fund, small medium, medium enterprises"
86,59,0.6868851705402007,"Topic 86: psf, plant soil, soil, feedback, feedbacks","Topic 59: cooperative, cooperatives, operatives, societies, members"
68,5,0.3906697732693873,"Topic 68: jats sup, sup, isotope, sup 15, isotopic","Topic 5: waste, waste management, recycling, hazardous, disposal"
658,97,0.4302279254521077,,"Topic 97: small, enterprises, fund, small medium, medium enterprises"
571,37,0.5268656558107943,"Topic 571: resistance, pesticide resistance, case cyp, cyp jats, cyp","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
624,27,0.3687393966640024,"Topic 624: jankowski bunting, jankowski, genetic diversity, genetic, bunting","Topic 27: food, labelling, regulations, additives, packaged"
176,44,0.5517104544132033,"Topic 176: occupational, dust, respiratory, jats bold, bold","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
248,28,0.4906382767458348,"Topic 248: genome, mb, n50, genome assembly, genes","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
569,27,0.620000484804239,"Topic 569: trout, growth, summer, physiological optimum, brown trout","Topic 27: food, labelling, regulations, additives, packaged"
143,68,0.43814924964565577,"Topic 143: mining, reclamation, dumps, coal, disturbed lands","Topic 68: fuels, biomass, biofuels, renewable, scheme"
598,97,0.3033840994845965,"Topic 598: products, product, repairability, ce, repair","Topic 97: small, enterprises, fund, small medium, medium enterprises"
501,44,0.3980963823501636,"Topic 501: thermal, ct jats, critical thermal, ct, frogs","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
116,34,0.5573002957605907,"Topic 116: crabs, crab, barnacle, barnacles, shells","Topic 34: agricultural, farmers, purpose act, rural, contribute"
152,28,0.31288522180298317,"Topic 152: color, colour, coloration, morphs, pigmentation","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
142,5,0.5189524882177159,"Topic 142: heat, x0d, heat transfer, polymer, screw","Topic 5: waste, waste management, recycling, hazardous, disposal"
186,73,0.5681029428533338,"Topic 186: selfing, mating, pollen, outcrossing, pollen dispersal","Topic 73: model, animals, animal, entry union, consignments"
554,97,0.386450596288338,"Topic 554: koala, koalas, occupancy, drone, horse","Topic 97: small, enterprises, fund, small medium, medium enterprises"
332,27,0.5724125224525396,"Topic 332: endophyte, endophytes, fungal, endophyte communities, host","Topic 27: food, labelling, regulations, additives, packaged"
308,97,0.39036417311603505,"Topic 308: text version, jats pdf, pdf text, book review, book","Topic 97: small, enterprises, fund, small medium, medium enterprises"
44,97,0.479919503642272,"Topic 44: drought, hydraulic, tree, xylem, growth","Topic 97: small, enterprises, fund, small medium, medium enterprises"
158,97,0.4184523929113395,"Topic 158: және, мен, анықталды, thе, бұл","Topic 97: small, enterprises, fund, small medium, medium enterprises"
218,0,0.568411276719904,"Topic 218: arctic, russian, russian arctic, economic, arctic zone","Topic 0: water, water resources, supply, water supply, resources"
522,27,0.41694664856581976,"Topic 522: lt em, em gt, em, lt, gt","Topic 27: food, labelling, regulations, additives, packaged"
50,97,0.38032895519380505,"Topic 50: yield, yield plant, genotypes, cluster, fruit","Topic 97: small, enterprises, fund, small medium, medium enterprises"
340,27,0.426658999275417,"Topic 340: liver, rats, cirrhosis, liver cirrhosis, carbon tetrachloride","Topic 27: food, labelling, regulations, additives, packaged"
157,97,0.5460327802523245,"Topic 157: bird, birds, bird species, richness, landscapes","Topic 97: small, enterprises, fund, small medium, medium enterprises"
412,123,0.4024564079815806,"Topic 412: engine, diesel, fuels, diesel engine, injection","Topic 123: marine, designates area, instrument designates, described schedule, area described"
165,34,0.5852425814220426,"Topic 165: deer, browsing, moose, deer density, earthworm","Topic 34: agricultural, farmers, purpose act, rural, contribute"
237,97,0.5399809413573532,"Topic 237: stability, perturbations, ecological stability, ecosystem, asynchrony","Topic 97: small, enterprises, fund, small medium, medium enterprises"
198,77,0.44228268169984325,"Topic 198: experimental group, pigs, cows, feed, meat","Topic 77: land, crown, lands, fence, crown lands"
164,97,0.5799533958335811,"Topic 164: genomic, hybrid, divergence, phenotypic, plumage","Topic 97: small, enterprises, fund, small medium, medium enterprises"
85,76,0.6299750053591245,"Topic 85: microplastics, plastic, microplastic, plastics, mps","Topic 76: dakota, south dakota, district, south, chief engineer"
505,39,0.4233100236677658,"Topic 505: invasiveness, freshwater, bra, fisk, fisk jats","Topic 39: fishing, iuu, iuu fishing, vessel, fisheries"
163,73,0.5234603305486469,"Topic 163: hair, elements, children, selenium, women","Topic 73: model, animals, animal, entry union, consignments"
388,95,0.4242552912714135,"Topic 388: sex, sexing, sex linked, lamp, italic chd","Topic 95: health, care, ncds, strategic, health care"
250,15,0.16622054484042226,"Topic 250: ukraine, air temperature, air, temperature, territory","Topic 15: eu, union, regulation, fishing, union waters"
147,27,0.5304215104598698,"Topic 147: lions, lion, prey, carnivore, carnivores","Topic 27: food, labelling, regulations, additives, packaged"
73,8,0.7377657940739337,"Topic 73: phage, microbial, plasmid, plasmids, bacteria","Topic 8: land, registration, property, act, court"
341,97,0.30807491295032746,"Topic 341: breeding, arrival, timing, arrival breeding, date","Topic 97: small, enterprises, fund, small medium, medium enterprises"
492,5,0.7375663927757043,"Topic 492: brain, brain size, personality, brains, size","Topic 5: waste, waste management, recycling, hazardous, disposal"
177,76,0.5290022090514571,"Topic 177: sexual, male, males, sexual conflict, female","Topic 76: dakota, south dakota, district, south, chief engineer"
566,59,0.4743844124254761,"Topic 566: fox, red fox, foxes, arctic, red","Topic 59: cooperative, cooperatives, operatives, societies, members"
535,44,0.3778436648000661,"Topic 535: moon, moonlight, lunar, illumination, moon phase","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
180,78,0.5738346539403446,"Topic 180: patients, stroke, ah, hypertension, arterial hypertension","Topic 78: investment, investors, investments, economic, investor"
210,5,0.5045998985321771,"Topic 210: circular, ce, circular economy, economy, circularity","Topic 5: waste, waste management, recycling, hazardous, disposal"
463,5,0.39275457157715415,"Topic 463: farmers, climate, climate change, perception climate, climate shocks","Topic 5: waste, waste management, recycling, hazardous, disposal"
433,34,0.5294297963297487,"Topic 433: owls, owl, tawny, italic mice, apodemus jats","Topic 34: agricultural, farmers, purpose act, rural, contribute"
215,37,0.3850454509531914,"Topic 215: jats sub, sub, sub jats, respiration, carbon","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
192,59,0.3554392687505606,"Topic 192: sound, acoustic, noise, porpoise, whales","Topic 59: cooperative, cooperatives, operatives, societies, members"
533,27,0.4924449508910476,"Topic 533: herbivores, large herbivores, herbivore, rewilding, large","Topic 27: food, labelling, regulations, additives, packaged"
567,28,0.5890060032144733,"Topic 567: conservation, attitudes, wildlife conservation, conservation education, wildlife","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
131,59,0.5069052022208282,"Topic 131: cuckoo, brood, parasitism, egg, cuckoos","Topic 59: cooperative, cooperatives, operatives, societies, members"
618,5,0.5579452065578024,"Topic 618: alien, niche, alien bird, bird, alien range","Topic 5: waste, waste management, recycling, hazardous, disposal"
70,27,0.5561449060424496,"Topic 70: islands, island, sec jats, jats sec, sec","Topic 27: food, labelling, regulations, additives, packaged"
357,97,0.4656254344681198,"Topic 357: thermal, ants, ct jats, ct, ant","Topic 97: small, enterprises, fund, small medium, medium enterprises"
584,97,0.4648313944313536,"Topic 584: brain, brain size, guppies, cognitive, offspring","Topic 97: small, enterprises, fund, small medium, medium enterprises"
69,110,0.5755386845610847,"Topic 69: peatland, peatlands, peat, sphagnum, italic sphagnum","Topic 110: emergency, coronavirus covid, novel coronavirus, novel, coronavirus"
460,37,0.5417142549945485,"Topic 460: fungal, its2, fungi, case gh, content 63","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
129,6,0.6478125939356411,"Topic 129: elevational, alpine, elevation, richness, species richness","Topic 6: plant, quarantine, plants, pests, phytosanitary"
290,28,0.3108970694331811,"Topic 290: cod, age, pikeperch, recruitment, atlantic cod","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
369,97,0.3753015377102973,"Topic 369: river, rivers, mir, basin, reservoir","Topic 97: small, enterprises, fund, small medium, medium enterprises"
279,28,0.33592279963763205,"Topic 279: mitochondrial, shrimp, oxidase, subunit, cytochrome","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
403,27,0.5040680393361532,"Topic 403: foraging, travel, food, group, bonobos","Topic 27: food, labelling, regulations, additives, packaged"
314,97,0.4334323127797864,"Topic 314: sec jats, jats sec, sec, jats title, title","Topic 97: small, enterprises, fund, small medium, medium enterprises"
436,23,0.4908033096969459,"Topic 436: epr, producer responsibility, responsibility, extended producer, producer","Topic 23: radiation, nuclear, radioactive, radioactive waste, ionising radiation"
579,27,0.5874812285154146,"Topic 579: isolates, mcc, cellulose, jeevamrut, jeevamrut medium","Topic 27: food, labelling, regulations, additives, packaged"
467,28,0.4894572073260509,"Topic 467: sequencing, minion, barcodes, case ion, ion jats","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
559,44,0.4563009939119244,"Topic 559: snail, land snail, snails, shell, italic vertigo","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
174,44,0.49787789112352676,"Topic 174: behaviours, accelerometer, devices, tags, device","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
259,27,0.5120555537542049,"Topic 259: expression, stress, thermal, gene expression, heat","Topic 27: food, labelling, regulations, additives, packaged"
287,28,0.5368224986887342,"Topic 287: wolbachia, wolbachia jats, italic wolbachia, infected, host","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
515,5,0.7560171903804981,"Topic 515: lice, feather, mite, feather mites, feather mite","Topic 5: waste, waste management, recycling, hazardous, disposal"
232,97,0.4810716209355495,"Topic 232: herbivore, herbivores, grass, savannas, savanna","Topic 97: small, enterprises, fund, small medium, medium enterprises"
594,59,0.41091112433846855,"Topic 594: fin, fins, tetrapods, hair cell, fin limb","Topic 59: cooperative, cooperatives, operatives, societies, members"
496,28,0.4695031247053112,"Topic 496: sex, sex reversal, reversal, chromosomes, sex chromosomes","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
371,46,0.50764174680365,"Topic 371: patients, pain, lumbar, spine, bone","Topic 46: california, pest, agricultural code, california food, food agricultural"
235,115,0.36171234529485025,"Topic 235: barcoding, case dna, dna jats, barcode, styled content","Topic 115: planning development, planning, act 2000, 2000, development"
434,59,0.5003179376855738,"Topic 434: case aca, aca jats, text, articles, aca","Topic 59: cooperative, cooperatives, operatives, societies, members"
136,97,0.4395112484224709,"Topic 136: hybrid, discordance, introgression, lineages, hybrid zone","Topic 97: small, enterprises, fund, small medium, medium enterprises"
537,59,0.38378562394360716,"Topic 537: fgd, diversity, functional, abiotic, mean heterogeneity","Topic 59: cooperative, cooperatives, operatives, societies, members"
360,73,0.3332045253379388,"Topic 360: personality, animal personality, personality traits, behavioral, behavioural","Topic 73: model, animals, animal, entry union, consignments"
241,81,0.6325235113491654,"Topic 241: dispersal, wind, seed dispersal, seed, seeds","Topic 81: biosecurity, matter, organism, biosecurity matter, animal plant"
236,97,0.40899196104819463,"Topic 236: acidification, ph, ocean acidification, ocean, ph jats","Topic 97: small, enterprises, fund, small medium, medium enterprises"
322,28,0.44726691586831785,"Topic 322: domestication, maize, crop, wild, domesticated","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
516,27,0.4110459002957735,"Topic 516: eagles, admissions, pens, bald, debrecen","Topic 27: food, labelling, regulations, additives, packaged"
464,97,0.334894566210987,"Topic 464: immune, pha, immune function, case pha, pha jats","Topic 97: small, enterprises, fund, small medium, medium enterprises"
83,20,0.3864780816751153,"Topic 83: flies, italic drosophila, drosophila, tolerance, thermal","Topic 20: climate, climate change, change, greenhouse, emissions"
572,97,0.3574173695373337,"Topic 572: mml, wind, migration, weather, radar","Topic 97: small, enterprises, fund, small medium, medium enterprises"
391,27,0.5432029489638424,"Topic 391: geese, goose, scaring, wintering, shooting","Topic 27: food, labelling, regulations, additives, packaged"
352,76,0.5226954528118974,"Topic 352: crayfish, astaci jats, astaci, italic astaci, crayfish plague","Topic 76: dakota, south dakota, district, south, chief engineer"
249,81,0.38344424321076076,"Topic 249: 3d, shape, landmark, morphometric, geometric","Topic 81: biosecurity, matter, organism, biosecurity matter, animal plant"
96,59,0.37033133475116864,"Topic 96: conservation, decision, planning, conservation planning, management","Topic 59: cooperative, cooperatives, operatives, societies, members"
663,27,0.38250094545245816,,"Topic 27: food, labelling, regulations, additives, packaged"
315,27,0.3405550286547865,"Topic 315: metal, copper, heavy, cu, metals","Topic 27: food, labelling, regulations, additives, packaged"
320,97,0.3886834128945335,"Topic 320: diet, dietary, metabarcoding, diets, dna metabarcoding","Topic 97: small, enterprises, fund, small medium, medium enterprises"
437,59,0.591143054386037,"Topic 437: case jats, jats styled, styled content, styled, content","Topic 59: cooperative, cooperatives, operatives, societies, members"
551,7,0.38975413353341076,"Topic 551: molt, feather, feathers, plumage, rictal","Topic 7: nutrition, agriculture, food, sector, food security"
312,28,0.35298741795398025,"Topic 312: fragmentation, habitat fragmentation, habitat, habitat loss, fragmentation jats","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
475,28,0.4771021821616802,"Topic 475: polar, bears, ice, polar bears, sea ice","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
286,21,0.4526340195625739,"Topic 286: meta, meta analyses, meta analysis, effect sizes, analyses","Topic 21: washington, rcw, code washington, washington rcw, chapter revised"
611,97,0.4842857925484202,"Topic 611: lynx, eurasian lynx, lynx jats, habitat selection, wild boars","Topic 97: small, enterprises, fund, small medium, medium enterprises"
112,62,0.508107454320428,"Topic 112: carbon, biomass, forest, forests, trees","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
643,95,0.4626236597574872,"Topic 643: freshwater fish, aos, otolith, rita, taxonomic dissimilarity","Topic 95: health, care, ncds, strategic, health care"
539,7,0.45619298232795297,"Topic 539: extinction, metapopulation, patches, patch, colonization","Topic 7: nutrition, agriculture, food, sector, food security"
400,97,0.3484150305861787,"Topic 400: life expectancy, expectancy, mortality, sakha yakutia, sakha","Topic 97: small, enterprises, fund, small medium, medium enterprises"
276,59,0.4361700884637705,"Topic 276: epigenetic, methylation, epigenetic variation, dna methylation, genetic epigenetic","Topic 59: cooperative, cooperatives, operatives, societies, members"
510,97,0.49427012076749516,"Topic 510: herbicide, herbicides, seeding, activated carbon, hpps","Topic 97: small, enterprises, fund, small medium, medium enterprises"
321,31,0.4106305305480106,"Topic 321: parasite, parasites, host, hosts, trematode","Topic 31: port, ports, maritime, navigation, vessels"
263,27,0.365485165505702,"Topic 263: microbial, soil microbial, soil, microbial biomass, stoichiometry","Topic 27: food, labelling, regulations, additives, packaged"
632,62,0.6373634948755188,"Topic 632: ship, nfd, nis, ship types, vessel","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
641,5,0.3930908105757132,"Topic 641: spectral diversity, spectral, vsc, vh, greenness","Topic 5: waste, waste management, recycling, hazardous, disposal"
642,28,0.44362709933251165,"Topic 642: wildcats, wildcat, hybridization, domestic cats, european wildcats","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
185,27,0.41080680013827253,"Topic 185: whales, whale, dolphins, bottlenose, pacific","Topic 27: food, labelling, regulations, additives, packaged"
196,64,0.45406937357864097,"Topic 196: weed, ha, weeds, das, weed management","Topic 64: petroleum, gas, midstream, petroleum industry, petroleum products"
289,89,0.2735377499602793,"Topic 289: gases, gas, flue, dust, cleaning","Topic 89: information, access information, access, disclosure, right access"
562,82,0.44735232651827184,"Topic 562: common garden, garden, cyanogenic, fitness, selection","Topic 82: variety, plant, varieties, breeder, breeders"
266,1,0.3774162539465903,"Topic 266: addition, deposition, jats sup, sup, nitrogen","Topic 1: agricultural, export, marketing, products, meat"
480,75,0.4871900796562454,"Topic 480: antarctic, antarctica, sub antarctic, southern ocean, south","Topic 75: hunting, game, game hunting, game animals, hunting licence"
603,28,0.5718239619501505,"Topic 603: coatings, threads, antibacterial, prostheses, surgical","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
306,97,0.37219632618888193,"Topic 306: genetic, genetic structure, genetic diversity, gene flow, forest","Topic 97: small, enterprises, fund, small medium, medium enterprises"
583,89,0.27976448488898314,"Topic 583: drive, gene drive, drives, gene drives, suppression","Topic 89: information, access information, access, disclosure, right access"
66,27,0.5591930549451306,"Topic 66: queens, queen, workers, social, caste","Topic 27: food, labelling, regulations, additives, packaged"
217,59,0.6543119974886542,"Topic 217: irrigation, water, groundwater, farmers, micro irrigation","Topic 59: cooperative, cooperatives, operatives, societies, members"
523,59,0.3809001747054558,"Topic 523: squirrels, natal dispersal, natal, flying squirrels, survival","Topic 59: cooperative, cooperatives, operatives, societies, members"
381,27,0.34246789075244854,"Topic 381: mortality, tree, growth, tree growth, forest","Topic 27: food, labelling, regulations, additives, packaged"
201,5,0.42397176847016105,"Topic 201: marsh, salt, salt marsh, marshes, alterniflora jats","Topic 5: waste, waste management, recycling, hazardous, disposal"
489,37,0.5025655120608665,"Topic 489: mammals, small mammal, mammal, small mammals, small","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
435,97,0.3400148800946364,"Topic 435: scavenging, scavengers, carrion, scavenger, carcasses","Topic 97: small, enterprises, fund, small medium, medium enterprises"
